round,id,score,position,services
54,3,28227.444863738492,7,"[{""lost"":142,""score"":3227.444863738492,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3227.444863738492,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
54,2,28220.31450556279,8,"[{""lost"":142,""score"":3220.3145055627883,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3220.3145055627883,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
54,1,28215.168631150344,9,"[{""lost"":142,""score"":3215.1686311503454,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3215.1686311503454,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
54,0,28188.724993896176,10,"[{""lost"":144,""score"":3188.7249938961777,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3188.7249938961777,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":54,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
148,6,37367.62637909307,1,"[{""lost"":26,""score"":10480.416021570261,""stolen"":784,""shortname"":""SeaOfHackerz"",""totalScore"":9913.907047431328,""totalChecks"":148,""successfulChecks"":140},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":148,""successfulChecks"":148},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4966.216216216216,""totalChecks"":148,""successfulChecks"":148},{""lost"":0,""score"":7623.76077528771,""stolen"":205,""shortname"":""MaScroll-2"",""totalScore"":7572.2488781573875,""totalChecks"":148,""successfulChecks"":148},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":59,""successfulChecks"":59},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4915.254237288136,""totalChecks"":59,""successfulChecks"":58}]"
137,7,28302.692565839956,6,"[{""lost"":359,""score"":4171.2253457069555,""stolen"":272,""shortname"":""SeaOfHackerz"",""totalScore"":3836.309442037054,""totalChecks"":137,""successfulChecks"":126},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":137,""successfulChecks"":137},{""lost"":18,""score"":4751.086375646597,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4612.368525262755,""totalChecks"":137,""successfulChecks"":133},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4854.014598540146,""totalChecks"":137,""successfulChecks"":133},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":48,""successfulChecks"":48},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":48,""successfulChecks"":48}]"
55,4,31884.37334804252,1,"[{""lost"":0,""score"":7727.357839639568,""stolen"":222,""shortname"":""SeaOfHackerz"",""totalScore"":6884.3733480425235,""totalChecks"":55,""successfulChecks"":49},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
55,6,31512.119934764814,2,"[{""lost"":6,""score"":7022.874439452252,""stolen"":167,""shortname"":""SeaOfHackerz"",""totalScore"":6512.119934764815,""totalChecks"":55,""successfulChecks"":51},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
55,9,31389.568166649555,3,"[{""lost"":31,""score"":6630.683946523123,""stolen"":161,""shortname"":""SeaOfHackerz"",""totalScore"":6389.568166649555,""totalChecks"":55,""successfulChecks"":53},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
55,8,30097.541802400527,4,"[{""lost"":6,""score"":6946.22039044957,""stolen"":161,""shortname"":""SeaOfHackerz"",""totalScore"":6188.450893309617,""totalChecks"":55,""successfulChecks"":49},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4727.272727272727,""totalChecks"":55,""successfulChecks"":52},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4181.818181818182,""totalChecks"":55,""successfulChecks"":46},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
55,5,28766.19242463212,5,"[{""lost"":111,""score"":4817.222868715506,""stolen"":92,""shortname"":""SeaOfHackerz"",""totalScore"":3766.1924246321228,""totalChecks"":55,""successfulChecks"":43},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
55,7,28732.575153214544,6,"[{""lost"":60,""score"":4189.625171975509,""stolen"":1,""shortname"":""SeaOfHackerz"",""totalScore"":3732.5751532145446,""totalChecks"":55,""successfulChecks"":49},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
55,3,28180.92280954049,7,"[{""lost"":147,""score"":3180.92280954049,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3180.92280954049,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
55,2,28173.797798534863,8,"[{""lost"":147,""score"":3173.7977985348616,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3173.7977985348616,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
55,1,28168.745588197842,9,"[{""lost"":147,""score"":3168.7455881978426,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3168.7455881978426,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
55,0,28142.549146971283,10,"[{""lost"":149,""score"":3142.5491469712842,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3142.5491469712842,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":55,""successfulChecks"":55},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
137,3,25516.420773068632,7,"[{""lost"":576,""score"":828.8577976291972,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":828.8577976291972,""totalChecks"":137,""successfulChecks"":137},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":137,""successfulChecks"":137},{""lost"":20,""score"":4724.059325804399,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4724.059325804399,""totalChecks"":137,""successfulChecks"":137},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4963.503649635037,""totalChecks"":137,""successfulChecks"":136},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":48,""successfulChecks"":48},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":48,""successfulChecks"":48}]"
137,1,24713.31395120988,8,"[{""lost"":576,""score"":821.2565649997983,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":821.2565649997983,""totalChecks"":137,""successfulChecks"":137},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":137,""successfulChecks"":137},{""lost"":27,""score"":4612.686770237731,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4612.686770237731,""totalChecks"":137,""successfulChecks"":137},{""lost"":54,""score"":4279.37061597235,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4279.37061597235,""totalChecks"":137,""successfulChecks"":137},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":48,""successfulChecks"":48},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":48,""successfulChecks"":48}]"
56,4,31852.151191620313,1,"[{""lost"":5,""score"":7674.40933461475,""stolen"":227,""shortname"":""SeaOfHackerz"",""totalScore"":6852.151191620313,""totalChecks"":56,""successfulChecks"":50},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":56,""successfulChecks"":56},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":56,""successfulChecks"":56},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":56,""successfulChecks"":56},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
56,9,31583.98550496862,2,"[{""lost"":31,""score"":6827.836819967458,""stolen"":176,""shortname"":""SeaOfHackerz"",""totalScore"":6583.98550496862,""totalChecks"":56,""successfulChecks"":54},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":56,""successfulChecks"":56},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":56,""successfulChecks"":56},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":56,""successfulChecks"":56},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
56,6,31563.56230582743,3,"[{""lost"":6,""score"":7068.451713967999,""stolen"":172,""shortname"":""SeaOfHackerz"",""totalScore"":6563.562305827428,""totalChecks"":56,""successfulChecks"":52},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":56,""successfulChecks"":56},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":56,""successfulChecks"":56},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":56,""successfulChecks"":56},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
56,8,30171.878680523954,4,"[{""lost"":6,""score"":6992.504122186829,""stolen"":166,""shortname"":""SeaOfHackerz"",""totalScore"":6243.307251952526,""totalChecks"":56,""successfulChecks"":50},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":56,""successfulChecks"":56},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4732.142857142857,""totalChecks"":56,""successfulChecks"":53},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4196.428571428572,""totalChecks"":56,""successfulChecks"":47},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
