round,id,score,position,services
18,1,30000,2,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
18,2,30000,3,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
18,3,30000,4,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
18,8,30000,5,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
18,9,30000,6,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
18,0,29983.229490168753,7,"[{""lost"":1,""score"":4983.229490168752,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4983.229490168752,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
18,4,29722.222222222223,8,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4722.222222222222,""totalChecks"":18,""successfulChecks"":17},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
18,6,29444.444444444445,9,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4444.444444444444,""totalChecks"":18,""successfulChecks"":16},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
18,5,28888.88888888889,10,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3888.888888888889,""totalChecks"":18,""successfulChecks"":14},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":18,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
19,9,30421.387565015215,1,"[{""lost"":0,""score"":5421.387565015215,""stolen"":26,""shortname"":""SeaOfHackerz"",""totalScore"":5421.387565015215,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
19,7,30016.770509831247,2,"[{""lost"":0,""score"":5016.770509831248,""stolen"":1,""shortname"":""SeaOfHackerz"",""totalScore"":5016.770509831248,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
19,2,29918.683243738575,3,"[{""lost"":5,""score"":4918.683243738575,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4918.683243738575,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
19,1,29917.701079425056,4,"[{""lost"":5,""score"":4917.701079425056,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4917.701079425056,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
19,0,29916.776296788128,5,"[{""lost"":5,""score"":4916.776296788128,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4916.776296788128,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
19,8,29905.008346152976,6,"[{""lost"":6,""score"":4905.008346152977,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4905.008346152977,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
19,3,29903.672959048803,7,"[{""lost"":6,""score"":4903.672959048801,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4903.672959048801,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
19,4,29473.684210526317,8,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4473.684210526316,""totalChecks"":19,""successfulChecks"":17},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
19,6,29210.526315789473,9,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4210.526315789473,""totalChecks"":19,""successfulChecks"":16},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
19,5,28684.21052631579,10,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3684.210526315789,""totalChecks"":19,""successfulChecks"":14},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":19,""successfulChecks"":19},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
20,9,30421.387565015215,1,"[{""lost"":0,""score"":5421.387565015215,""stolen"":26,""shortname"":""SeaOfHackerz"",""totalScore"":5421.387565015215,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
20,7,30016.770509831247,2,"[{""lost"":0,""score"":5016.770509831248,""stolen"":1,""shortname"":""SeaOfHackerz"",""totalScore"":5016.770509831248,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
20,2,29918.683243738575,3,"[{""lost"":5,""score"":4918.683243738575,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4918.683243738575,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
20,1,29917.701079425056,4,"[{""lost"":5,""score"":4917.701079425056,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4917.701079425056,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
20,0,29916.776296788128,5,"[{""lost"":5,""score"":4916.776296788128,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4916.776296788128,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
20,8,29905.008346152976,6,"[{""lost"":6,""score"":4905.008346152977,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4905.008346152977,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
20,3,29903.672959048803,7,"[{""lost"":6,""score"":4903.672959048801,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4903.672959048801,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
20,4,29500,8,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4500,""totalChecks"":20,""successfulChecks"":18},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
20,6,29000,9,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":4000,""totalChecks"":20,""successfulChecks"":16},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
20,5,28750,10,"[{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":3750,""totalChecks"":20,""successfulChecks"":15},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":20,""successfulChecks"":20},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
21,9,30421.387565015215,1,"[{""lost"":0,""score"":5421.387565015215,""stolen"":26,""shortname"":""SeaOfHackerz"",""totalScore"":5421.387565015215,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
21,7,30016.770509831247,2,"[{""lost"":0,""score"":5016.770509831248,""stolen"":1,""shortname"":""SeaOfHackerz"",""totalScore"":5016.770509831248,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":5000,""totalChecks"":21,""successfulChecks"":21},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":5000,""totalChecks"":0,""successfulChecks"":0}]"
