round,shortname,attackers,victims,firstBloodTeamId,firstBloodTimestamp
267,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
267,ArcaneLink,4,5,4,2023-08-03T20:48:51.640Z
267,MaScroll-1,4,8,4,2023-08-03T19:59:31.558Z
267,MaScroll-2,5,7,6,2023-08-03T18:51:37.167Z
267,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
267,UberPendragon,3,7,4,2023-08-03T21:28:46.542Z
268,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
268,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
268,MaScroll-1,3,8,4,2023-08-03T19:59:31.558Z
268,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
268,NorthernFiles,6,5,4,2023-08-03T21:40:06.511Z
268,UberPendragon,3,7,4,2023-08-03T21:28:46.542Z
269,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
269,ArcaneLink,4,6,4,2023-08-03T20:48:51.640Z
269,MaScroll-1,4,7,4,2023-08-03T19:59:31.558Z
269,MaScroll-2,4,5,6,2023-08-03T18:51:37.167Z
269,NorthernFiles,5,5,4,2023-08-03T21:40:06.511Z
269,UberPendragon,3,8,4,2023-08-03T21:28:46.542Z
270,SeaOfHackerz,5,5,7,2023-08-03T16:38:51.493Z
270,ArcaneLink,4,8,4,2023-08-03T20:48:51.640Z
270,MaScroll-1,3,7,4,2023-08-03T19:59:31.558Z
270,MaScroll-2,5,6,6,2023-08-03T18:51:37.167Z
270,NorthernFiles,6,5,4,2023-08-03T21:40:06.511Z
270,UberPendragon,3,8,4,2023-08-03T21:28:46.542Z
